id,x,y,prob
5130,-0.3,1.7,0.627906265
5131,-0.2,1.7,0.637455828
5132,-0.1,1.7,0.649093719
5133,0,1.7,0.662950306
5134,0.1,1.7,0.679431791
5135,0.2,1.7,0.699271207
5136,0.3,1.7,0.723471498
5137,0.4,1.7,0.752926202
5138,0.5,1.7,0.787535424
5139,0.6,1.7,0.825141737
5140,0.7,1.7,0.86142645
5141,0.8,1.7,0.891492482
5142,0.9,1.7,0.911771809
5143,1,1.7,0.92034015
5144,1.1,1.7,0.915774136
5145,1.2,1.7,0.895965763
5146,1.3,1.7,0.857826702
5147,1.4,1.7,0.798215068
5148,1.5,1.7,0.716072576
5149,1.6,1.7,0.614927442
5150,1.7,1.7,0.503741163
5151,1.8,1.7,0.394459493
5152,1.9,1.7,0.297520737
5153,2,1.7,0.218725504
5154,2.1,1.7,0.159248451
5155,2.2,1.7,0.117716758
5156,2.3,1.7,0.092591804
5157,2.4,1.7,0.084076275
5158,2.5,1.7,0.095537317
5159,2.6,1.7,0.134149795
5160,2.7,1.7,0.209086654
5161,2.8,1.7,0.324624493
5162,2.9,1.7,0.470148479
5163,3,1.7,0.619383314
5164,3.1,1.7,0.745967136
5165,3.2,1.7,0.83847687
5166,3.3,1.7,0.899739998
5167,3.4,1.7,0.938157327
5168,3.5,1.7,0.96169105
5169,3.6,1.7,0.976045843
5170,3.7,1.7,0.984855721
5171,3.8,1.7,0.990322003
5172,3.9,1.7,0.993755864
5173,4,1.7,0.995938854
5174,4.1,1.7,0.997341394
5175,4.2,1.7,0.998250571
5176,-2.6,1.75,0.999994313
5177,-2.5,1.75,0.99998769
5178,-2.4,1.75,0.999973354
5179,-2.3,1.75,0.999942325
5180,-2.2,1.75,0.999875178
5181,-2.1,1.75,0.999729921
5182,-2,1.75,0.999415917
5183,-1.9,1.75,0.998738149
5184,-1.8,1.75,0.997279772
5185,-1.7,1.75,0.99416206
5186,-1.6,1.75,0.987586165
5187,-1.5,1.75,0.974092786
5188,-1.4,1.75,0.947875871
5189,-1.3,1.75,0.901868678
5190,-1.2,1.75,0.833770403
5191,-1.1,1.75,0.754544384
5192,-1,1.75,0.684559474
5193,-0.9,1.75,0.636634956
5194,-0.8,1.75,0.610100716
5195,-0.7,1.75,0.598506113
5196,-0.6,1.75,0.596088292
5197,-0.5,1.75,0.599272259
5198,-0.4,1.75,0.606136825
5199,-0.3,1.75,0.615710961
5200,-0.2,1.75,0.627533744
5201,-0.1,1.75,0.641447854
5202,0,1.75,0.657539478
5203,0.1,1.75,0.676158356
5204,0.2,1.75,0.697953954
5205,0.3,1.75,0.723819098
5206,0.4,1.75,0.754550902
5207,0.5,1.75,0.790051873
5208,0.6,1.75,0.828310104
5209,0.7,1.75,0.865169757
5210,0.8,1.75,0.895724686
5211,0.9,1.75,0.916257292
5212,1,1.75,0.924740387
5213,1.1,1.75,0.919753332
5214,1.2,1.75,0.899208339
5215,1.3,1.75,0.859964285
5216,1.4,1.75,0.798750853
5217,1.5,1.75,0.714425238
5218,1.6,1.75,0.610677179
5219,1.7,1.75,0.496969901
5220,1.8,1.75,0.38587709
5221,1.9,1.75,0.288206184
5222,2,1.75,0.209694814
5223,2.1,1.75,0.151167745
5224,2.2,1.75,0.110850056
5225,2.3,1.75,0.086880864
5226,2.4,1.75,0.079243628
5227,2.5,1.75,0.0911877
5228,2.6,1.75,0.129934583
5229,2.7,1.75,0.205019989
5230,2.8,1.75,0.321410281
5231,2.9,1.75,0.468919639
5232,3,1.75,0.620664224
5233,3.1,1.75,0.749108263
5234,3.2,1.75,0.842299223
5235,3.3,1.75,0.903341019
5236,3.4,1.75,0.941126014
5237,3.5,1.75,0.963958181
5238,3.6,1.75,0.977699392
5239,3.7,1.75,0.986027699
5240,3.8,1.75,0.991137525
5241,3.9,1.75,0.994316508
5242,4,1.75,0.996321142
5243,4.1,1.75,0.997600608
5244,4.2,1.75,0.998425649
5245,-2.6,1.8,0.999994575
5246,-2.5,1.8,0.999988256
5247,-2.4,1.8,0.999974579
5248,-2.3,1.8,0.999944976
5249,-2.2,1.8,0.999880912
5250,-2.1,1.8,0.99974231
5251,-2,1.8,0.999442638
5252,-1.9,1.8,0.99879556
5253,-1.8,1.8,0.997402154
5254,-1.7,1.8,0.99441875
5255,-1.6,1.8,0.988106824
5256,-1.5,1.8,0.975077503
5257,-1.4,1.8,0.949478655
5258,-1.3,1.8,0.903690884
5259,-1.2,1.8,0.833983342
5260,-1.1,1.8,0.750176073
5261,-1,1.8,0.674121364
5262,-0.9,1.8,0.621552166
5263,-0.8,1.8,0.592993001
5264,-0.7,1.8,0.581460112
5265,-0.6,1.8,0.580315907
5266,-0.5,1.8,0.585373529
5267,-0.4,1.8,0.594375053
5268,-0.3,1.8,0.606176708
5269,-0.2,1.8,0.620224954
5270,-0.1,1.8,0.636302365
5271,0,1.8,0.65444007
5272,0.1,1.8,0.674918939
5273,0.2,1.8,0.698293645
5274,0.3,1.8,0.725342616
5275,0.4,1.8,0.756778785
5276,0.5,1.8,0.792551
5277,0.6,1.8,0.830886147
5278,0.7,1.8,0.867921795
5279,0.8,1.8,0.898832055
5280,0.9,1.8,0.919725589
5281,1,1.8,0.928373001
5282,1.1,1.8,0.923270238
5283,1.2,1.8,0.902313171
5284,1.3,1.8,0.862305471
5285,1.4,1.8,0.799849234
5286,1.5,1.8,0.713694865
5287,1.6,1.8,0.607642086
5288,1.7,1.8,0.491599426
5289,1.8,1.8,0.378742185
5290,1.9,1.8,0.280261501
5291,2,1.8,0.201871292
5292,2.1,1.8,0.144089367
5293,2.2,1.8,0.104772285
5294,2.3,1.8,0.081755899
5295,2.4,1.8,0.074806899
5296,2.5,1.8,0.087039428
5297,2.6,1.8,0.125680655
5298,2.7,1.8,0.200580466
5299,2.8,1.8,0.317408341
5300,2.9,1.8,0.466553269
5301,3,1.8,0.620694274
5302,3.1,1.8,0.751124689
5303,3.2,1.8,0.845233448
5304,3.3,1.8,0.906291243
5305,3.4,1.8,0.943636955
5306,3.5,1.8,0.965910496
5307,3.6,1.8,0.979139119
5308,3.7,1.8,0.987055479
5309,3.8,1.8,0.991856195
5310,3.9,1.8,0.994812249
5311,4,1.8,0.996659992
5312,4.1,1.8,0.997830769
5313,4.2,1.8,0.998581301
5314,-2.6,1.85,0.999994824
5315,-2.5,1.85,0.999988796
5316,-2.4,1.85,0.999975748
5317,-2.3,1.85,0.999947505
5318,-2.2,1.85,0.999886383
5319,-2.1,1.85,0.999754136
5320,-2,1.85,0.999468158
5321,-1.9,1.85,0.998850459
5322,-1.8,1.85,0.997519471
5323,-1.7,1.85,0.994666066
5324,-1.6,1.85,0.988613735
5325,-1.5,1.85,0.97605751
5326,-1.4,1.85,0.951153986
5327,-1.3,1.85,0.905870167
5328,-1.2,1.85,0.835187361
5329,-1.1,1.85,0.747597973
5330,-1,1.85,0.66600807
5331,-0.9,1.85,0.609014555
5332,-0.8,1.85,0.578549686
5333,-0.7,1.85,0.567194096
5334,-0.6,1.85,0.56743007
5335,-0.5,1.85,0.574438244
5336,-0.4,1.85,0.585611897
5337,-0.3,1.85,0.599628469
5338,-0.2,1.85,0.615837226
5339,-0.1,1.85,0.633955169
5340,0,1.85,0.653951305
5341,0.1,1.85,0.676029472
5342,0.2,1.85,0.700641882
5343,0.3,1.85,0.728447945
5344,0.4,1.85,0.760078504
5345,0.5,1.85,0.795546838
5346,0.6,1.85,0.833376069
5347,0.7,1.85,0.870111137
5348,0.8,1.85,0.901124491
5349,0.9,1.85,0.922375777
5350,1,1.85,0.931358322
5351,1.1,1.85,0.926394183
5352,1.2,1.85,0.905314215
5353,1.3,1.85,0.864856875
5354,1.4,1.85,0.801495674
5355,1.5,1.85,0.71385253
5356,1.6,1.85,0.605784284
5357,1.7,1.85,0.487584229
5358,1.8,1.85,0.373000419
5359,1.9,1.85,0.273624537
5360,2,1.85,0.195190276
5361,2.1,1.85,0.137953426
5362,2.2,1.85,0.099434678
5363,2.3,1.85,0.077183625
5364,2.4,1.85,0.070751603
5365,2.5,1.85,0.083101081
5366,2.6,1.85,0.121425874
5367,2.7,1.85,0.195839066
5368,2.8,1.85,0.312713626
5369,2.9,1.85,0.463145734
5370,3,1.85,0.619555705
5371,3.1,1.85,0.752084587
5372,3.2,1.85,0.847336953
5373,3.3,1.85,0.908637871
5374,3.4,1.85,0.945727107
5375,3.5,1.85,0.967575613
5376,3.6,1.85,0.980384949
5377,3.7,1.85,0.987953082
5378,3.8,1.85,0.992487717
5379,3.9,1.85,0.99524973
5380,4,1.85,0.996959915
5381,4.1,1.85,0.998034927
5382,4.2,1.85,0.998719582
5383,-2.6,1.9,0.999995062
5384,-2.5,1.9,0.999989311
5385,-2.4,1.9,0.999976863
5386,-2.3,1.9,0.999949919
5387,-2.2,1.9,0.999891603
5388,-2.1,1.9,0.999765422
5389,-2,1.9,0.999492528
5390,-1.9,1.9,0.998902933
5391,-1.8,1.9,0.997631836
5392,-1.7,1.9,0.994903924
5393,-1.6,1.9,0.989105409
5394,-1.5,1.9,0.977025
5395,-1.4,1.9,0.952872514
5396,-1.3,1.9,0.908327346
5397,-1.2,1.9,0.837251857
5398,-1.1,1.9,0.746720825
5399,-1,1.9,0.660279995
5400,-0.9,1.9,0.599232208
5401,-0.8,1.9,0.567068476
5402,-0.7,1.9,0.55603823
5403,-0.6,1.9,0.557760144
5404,-0.5,1.9,0.566778183
5405,-0.4,1.9,0.580134597
5406,-0.3,1.9,0.59632767
5407,-0.2,1.9,0.614608696
5408,-0.1,1.9,0.634627042
5409,0,1.9,0.656286449
5410,0.1,1.9,0.679710259
5411,0.2,1.9,0.705245472
5412,0.3,1.9,0.733430659
5413,0.4,1.9,0.764812223
5414,0.5,1.9,0.799466723
5415,0.6,1.9,0.836235016
5416,0.7,1.9,0.872152376
5417,0.8,1.9,0.902918588
5418,0.9,1.9,0.924416698
5419,1,1.9,0.933823213
5420,1.1,1.9,0.929198919
5421,1.2,1.9,0.908249278
5422,1.3,1.9,0.867627938
5423,1.4,1.9,0.803675631
5424,1.5,1.9,0.714864943
5425,1.6,1.9,0.605057491
5426,1.7,1.9,0.484868645
5427,1.8,1.9,0.368588298
5428,1.9,1.9,0.268226653
5429,2,1.9,0.189583336
5430,2.1,1.9,0.132698023
5431,2.2,1.9,0.094786999
5432,2.3,1.9,0.073128831
5433,2.4,1.9,0.067060207
5434,2.5,1.9,0.079376747
5435,2.6,1.9,0.117202465
5436,2.7,1.9,0.190861679
5437,2.8,1.9,0.307419195
5438,2.9,1.9,0.458794899
5439,3,1.9,0.617332308
5440,3.1,1.9,0.752055365
5441,3.2,1.9,0.848664444
5442,3.3,1.9,0.910424722
5443,3.4,1.9,0.947430247
5444,3.5,1.9,0.968978546
5445,3.6,1.9,0.981454825
5446,3.7,1.9,0.988733095
5447,3.8,1.9,0.993040784
5448,3.9,1.9,0.995634889
5449,4,1.9,0.997224944
5450,4.1,1.9,0.998215805
5451,4.2,1.9,0.998842326
5452,-2.6,1.95,0.999995289
5453,-2.5,1.95,0.999989803
5454,-2.4,1.95,0.999977927
5455,-2.3,1.95,0.999952221
5456,-2.2,1.95,0.999896584
5457,-2.1,1.95,0.999776194
5458,-2,1.95,0.999515794
5459,-1.9,1.95,0.998953074
5460,-1.8,1.95,0.997739382
5461,-1.7,1.95,0.995132352
5462,-1.6,1.95,0.989580872
5463,-1.5,1.95,0.977974095
5464,-1.4,1.95,0.954610498
5465,-1.3,1.95,0.910992963
5466,-1.2,1.95,0.840046204
5467,-1.1,1.95,0.747421242
5468,-1,1.95,0.656933937
5469,-0.9,1.95,0.592346487
5470,-0.8,1.95,0.558783412
5471,-0.7,1.95,0.548262442
5472,-0.6,1.95,0.551575138
5473,-0.5,1.95,0.562642098
5474,-0.4,1.95,0.578162988
5475,-0.3,1.95,0.596462646
5476,-0.2,1.95,0.616697566
5477,-0.1,1.95,0.638450941
5478,0,1.95,0.661562119
5479,0.1,1.95,0.686075461
5480,0.2,1.95,0.712235665
5481,0.3,1.95,0.740463553
5482,0.4,1.95,0.771219028
5483,0.5,1.95,0.804628931
5484,0.6,1.95,0.839841822
5485,0.7,1.95,0.874425828
5486,0.8,1.95,0.904527285
5487,0.9,1.95,0.926063829
5488,1,1.95,0.935900401
5489,1.1,1.95,0.93176247
5490,1.2,1.95,0.911160581
5491,1.3,1.95,0.870632765
5492,1.4,1.95,0.806377837
5493,1.5,1.95,0.716698861
5494,1.6,1.95,0.605411887
5495,1.7,1.95,0.483391523
5496,1.8,1.95,0.36543724
5497,1.9,1.95,0.26399601
5498,2,1.95,0.184980805
5499,2.1,1.95,0.128261176
5500,2.2,1.95,0.090779067
5501,2.3,1.95,0.069555657
5502,2.4,1.95,0.063713231
5503,2.5,1.95,0.075866858
5504,2.6,1.95,0.113037289
5505,2.7,1.95,0.18570834
5506,2.8,1.95,0.30161433
5507,2.9,1.95,0.453597908
5508,3,1.95,0.614107747
5509,3.1,1.95,0.751102725
5510,3.2,1.95,0.849267555
5511,3.3,1.95,0.911692209
5512,3.4,1.95,0.948777108
5513,3.5,1.95,0.970141875
5514,3.6,1.95,0.982364872
5515,3.7,1.95,0.989406794
5516,3.8,1.95,0.99352317
5517,3.9,1.95,0.995973037
5518,4,1.95,0.99745868
5519,4.1,1.95,0.998375835
5520,4.2,1.95,0.99895117
5521,-2.6,2,0.999995506
5522,-2.5,2,0.999990272
5523,-2.4,2,0.999978942
5524,-2.3,2,0.999954417
5525,-2.2,2,0.999901337
5526,-2.1,2,0.999786473
5527,-2,2,0.999538005
5528,-1.9,2,0.999000972
5529,-1.8,2,0.997842257
5530,-1.7,2,0.995351466
5531,-1.6,2,0.99003955
5532,-1.5,2,0.978900479
5533,-1.4,2,0.95634909
5534,-1.3,2,0.913807671
5535,-1.2,2,0.843446202
5536,-1.1,2,0.749555232
5537,-1,2,0.655914672
5538,-0.9,2,0.588434664
5539,-0.8,2,0.55386396
5540,-0.7,2,0.544071929
5541,-0.6,2,0.549076709
5542,-0.5,2,0.562206821
5543,-0.4,2,0.579839175
5544,-0.3,2,0.600137376
5545,-0.2,2,0.622170524
5546,-0.1,2,0.645460781
5547,0,2,0.66978809
5548,0.1,2,0.695124316
5549,0.2,2,0.721620555
5550,0.3,2,0.749588816
5551,0.4,2,0.779403985
5552,0.5,2,0.811225315
5553,0.6,2,0.844475436
5554,0.7,2,0.877254723
5555,0.8,2,0.906245863
5556,0.9,2,0.927534242
5557,1,2,0.937727407
5558,1.1,2,0.934166969
5559,1.2,2,0.914095212
5560,1.3,2,0.873891748
5561,1.4,2,0.809597375
5562,1.5,2,0.719325327
5563,1.6,2,0.606798837
5564,1.7,2,0.483090674
5565,1.8,2,0.363477305
5566,1.9,2,0.260860422
5567,2,2,0.181313867
5568,2.1,2,0.124582344
5569,2.2,2,0.087361927
5570,2.3,2,0.066428591
5571,2.4,2,0.060690149
5572,2.5,2,0.072568961
5573,2.6,2,0.10895226
5574,2.7,2,0.180432862
5575,2.8,2,0.295383161
5576,2.9,2,0.447649409
5577,3,2,0.609964217
5578,3.1,2,0.749289966
5579,3.2,2,0.849194625
5580,3.3,2,0.91247738
5581,3.4,2,0.949795528
5582,3.5,2,0.971085923
5583,3.6,2,0.983129549
5584,3.7,2,0.98998427
5585,3.8,2,0.993941822
5586,3.9,2,0.996268912
5587,4,2,0.997664335
5588,4.1,2,0.998517186
5589,4.2,2,0.999047575
5590,-2.6,2.05,0.999995713
5591,-2.5,2.05,0.999990719
5592,-2.4,2.05,0.99997991
5593,-2.3,2.05,0.999956513
5594,-2.2,2.05,0.999905872
5595,-2.1,2.05,0.999796282
5596,-2,2.05,0.999559205
5597,-1.9,2.05,0.999046716
5598,-1.8,2.05,0.997940617
5599,-1.7,2.05,0.995561448
5600,-1.6,2.05,0.990481179
5601,-1.5,2.05,0.979801093
5602,-1.4,2.05,0.9580736
5603,-1.3,2.05,0.916721858
5604,-1.2,2.05,0.84733816
5605,-1.1,2.05,0.752969672
5606,-1,2.05,0.657127096
5607,-0.9,2.05,0.587516064
5608,-0.8,2.05,0.552414765
5609,-0.7,2.05,0.543602172
5610,-0.6,2.05,0.550390918
5611,-0.5,2.05,0.565566874
5612,-0.4,2.05,0.585215944
5613,-0.3,2.05,0.607359622
5614,-0.2,2.05,0.63099155
5615,-0.1,2.05,0.655581855
5616,0,2.05,0.680860124
5617,0.1,2.05,0.706736819
5618,0.2,2.05,0.733283371
5619,0.3,2.05,0.760717531
5620,0.4,2.05,0.789335708
5621,0.5,2.05,0.819312394
5622,0.6,2.05,0.850296738
5623,0.7,2.05,0.880882234
5624,0.8,2.05,0.908334157
5625,0.9,2.05,0.929038378
5626,1,2.05,0.939444149
5627,1.1,2.05,0.936497971
5628,1.2,2.05,0.917105147
5629,1.3,2.05,0.877432767
5630,1.4,2.05,0.81333842
5631,1.5,2.05,0.72272371
5632,1.6,2.05,0.609175444
5633,1.7,2.05,0.483907117
5634,1.8,2.05,0.362640603
5635,1.9,2.05,0.258749836
5636,2,2.05,0.178516256
5637,2.1,2.05,0.121603594
5638,2.2,2.05,0.084488726
5639,2.3,2.05,0.063713213
5640,2.4,2.05,0.057970104
5641,2.5,2.05,0.069478404
5642,2.6,2.05,0.104964846
5643,2.7,2.05,0.175082775
5644,2.8,2.05,0.28880376
5645,2.9,2.05,0.441040214
5646,3,2.05,0.60498142
5647,3.1,2.05,0.746677494
5648,3.2,2.05,0.848490584
5649,3.3,2.05,0.912814003
5650,3.4,2.05,0.950510611
5651,3.5,2.05,0.971828917
5652,3.6,2.05,0.983761788
5653,3.7,2.05,0.990474537
5654,3.8,2.05,0.994302945
5655,3.9,2.05,0.996526745
5656,4,2.05,0.997844777
5657,4.1,2.05,0.998641793
5658,4.2,2.05,0.999132842
5659,-2.6,2.1,0.99999591
5660,-2.5,2.1,0.999991146
5661,-2.4,2.1,0.999980834
5662,-2.3,2.1,0.999958512
5663,-2.2,2.1,0.999910199
5664,-2.1,2.1,0.999805642
5665,-2,2.1,0.99957944
5666,-1.9,2.1,0.999090395
5667,-1.8,2.1,0.998034626
5668,-1.7,2.1,0.995762522
5669,-1.6,2.1,0.990905731
5670,-1.5,2.1,0.980673865
5671,-1.4,2.1,0.959772796
5672,-1.3,2.1,0.919694827
5673,-1.2,2.1,0.85162104
5674,-1.1,2.1,0.757511194
5675,-1,2.1,0.66044745
5676,-0.9,2.1,0.589558282
5677,-0.8,2.1,0.554475032
5678,-0.7,2.1,0.546912931
5679,-0.6,2.1,0.5555588
5680,-0.5,2.1,0.57272331
5681,-0.4,2.1,0.594245305
5682,-0.3,2.1,0.618030465
5683,-0.2,2.1,0.643013607
5684,-0.1,2.1,0.668625681
5685,0,2.1,0.694558685
5686,0.1,2.1,0.720676617
5687,0.2,2.1,0.746989192
5688,0.3,2.1,0.773638802
5689,0.4,2.1,0.80085483
5690,0.5,2.1,0.828814022
5691,0.6,2.1,0.857340104
5692,0.7,2.1,0.885452499
5693,0.8,2.1,0.910996663
5694,0.9,2.1,0.930768102
5695,1,2.1,0.941188283
5696,1.1,2.1,0.938842648
5697,1.2,2.1,0.920246458
5698,1.3,2.1,0.881291723
5699,1.4,2.1,0.817616502
5700,1.5,2.1,0.726885449
5701,1.6,2.1,0.612508952
5702,1.7,2.1,0.485789152
5703,1.8,2.1,0.362864459
5704,1.9,2.1,0.257598501
5705,2,2.1,0.176525635
5706,2.1,2.1,0.119270482
5707,2.2,2.1,0.082115342
5708,2.3,2.1,0.061376745
5709,2.4,2.1,0.055532461
5710,2.5,2.1,0.066588929
5711,2.6,2.1,0.101088595
5712,2.7,2.1,0.169699491
5713,2.8,2.1,0.281947618
5714,2.9,2.1,0.433856349
5715,3,2.1,0.599235814
5716,3.1,2.1,0.743322499
5717,3.2,2.1,0.847196936
5718,3.3,2.1,0.912732701
5719,3.4,2.1,0.950944908
5720,3.5,2.1,0.972387161
5721,3.6,2.1,0.984273137
5722,3.7,2.1,0.990885635
5723,3.8,2.1,0.994612066
5724,3.9,2.1,0.996750306
5725,4,2.1,0.998002561
5726,4.1,2.1,0.998751383
5727,4.2,2.1,0.999208134
5728,-2.6,2.15,0.999996098
5729,-2.5,2.15,0.999991553
5730,-2.4,2.15,0.999981715
5731,-2.3,2.15,0.99996042
5732,-2.2,2.15,0.999914327
5733,-2.1,2.15,0.999814573
5734,-2,2.15,0.999598751
5735,-1.9,2.15,0.999132097
5736,-1.8,2.15,0.998124449
5737,-1.7,2.15,0.995954949
5738,-1.6,2.15,0.991313355
5739,-1.5,2.15,0.981517503
5740,-1.4,2.15,0.961438277
5741,-1.3,2.15,0.922693757
5742,-1.2,2.15,0.856207142
5743,-1.1,2.15,0.763032451
5744,-1,2.15,0.665732682
5745,-0.9,2.15,0.594482476
5746,-0.8,2.15,0.560016999
5747,-0.7,2.15,0.553981382
5748,-0.6,2.15,0.564526675
5749,-0.5,2.15,0.583573444
5750,-0.4,2.15,0.606769452
5751,-0.3,2.15,0.631937932
5752,-0.2,2.15,0.657976089
5753,-0.1,2.15,0.684292061
5754,0,2.15,0.710556032
5755,0.1,2.15,0.736603084
5756,0.2,2.15,0.762401438
5757,0.3,2.15,0.788039347
5758,0.4,2.15,0.813694079
5759,0.5,2.15,0.839537138
5760,0.6,2.15,0.865518107
5761,0.7,2.15,0.891000586
5762,0.8,2.15,0.914364159
5763,0.9,2.15,0.932881741
5764,1,2.15,0.943087642
5765,1.1,2.15,0.941286226
5766,1.2,2.15,0.923577206
5767,1.3,2.15,0.885511948
5768,1.4,2.15,0.822460018
5769,1.5,2.15,0.731817447
5770,1.6,2.15,0.616781017
5771,1.7,2.15,0.488696366
5772,1.8,2.15,0.364094441
5773,1.9,2.15,0.257346924
5774,2,2.15,0.17528475
5775,2.1,2.15,0.117532719
5776,2.2,2.15,0.080200813
5777,2.3,2.15,0.059388417
5778,2.4,2.15,0.053357226
5779,2.5,2.15,0.063893166
5780,2.6,2.15,0.097333672
5781,2.7,2.15,0.164318632
5782,2.8,2.15,0.274879447
5783,2.9,2.15,0.426178424
5784,3,2.15,0.592800101
5785,3.1,2.15,0.739278779
5786,3.2,2.15,0.845351816
5787,3.3,2.15,0.912261104
5788,3.4,2.15,0.951118585
5789,3.5,2.15,0.972775185
5790,3.6,2.15,0.984673875
5791,3.7,2.15,0.991224722
5792,3.8,2.15,0.99487411
5793,3.9,2.15,0.996942954
5794,4,2.15,0.998139965
5795,4.1,2.15,0.998847492
5796,4.2,2.15,0.999274485
5797,-2.6,2.2,0.999996277
5798,-2.5,2.2,0.999991941
5799,-2.4,2.2,0.999982556
5800,-2.3,2.2,0.99996224
5801,-2.2,2.2,0.999918265
5802,-2.1,2.2,0.999823095
5803,-2,2.2,0.999617179
5804,-1.9,2.2,0.999171907
5805,-1.8,2.2,0.99821025
5806,-1.7,2.2,0.996139007
5807,-1.6,2.2,0.99170433
5808,-1.5,2.2,0.982331317
5809,-1.4,2.2,0.963063932
5810,-1.3,2.2,0.925692602
5811,-1.2,2.2,0.861021794
5812,-1.1,2.2,0.76939602
5813,-1,2.2,0.672827553
5814,-0.9,2.2,0.602167235
5815,-0.8,2.2,0.568943616
5816,-0.7,2.2,0.564695338
5817,-0.6,2.2,0.577137961
5818,-0.5,2.2,0.597903851
5819,-0.4,2.2,0.622516849
5820,-0.3,2.2,0.648757497
5821,-0.2,2.2,0.675510533
5822,-0.1,2.2,0.702180344
5823,0,2.2,0.728432908
5824,0.1,2.2,0.754092947
5825,0.2,2.2,0.779107637
5826,0.3,2.2,0.803532301
5827,0.4,2.2,0.827508296
5828,0.5,2.2,0.851199381
5829,0.6,2.2,0.874640199
5830,0.7,2.2,0.897455295
5831,0.8,2.2,0.918481668
5832,0.9,2.2,0.935488558
5833,1,2.2,0.945249975
5834,1.1,2.2,0.943906239
5835,1.2,2.2,0.927153488
5836,1.3,2.2,0.890141974
5837,1.4,2.2,0.827910557
5838,1.5,2.2,0.737544889
5839,1.6,2.2,0.621991871
5840,1.7,2.2,0.492603677
5841,1.8,2.2,0.366287389
5842,1.9,2.2,0.257943739
5843,2,2.2,0.174742424
5844,2.1,2.2,0.116344673
5845,2.2,2.2,0.078707633
5846,2.3,2.2,0.057719719
5847,2.4,2.2,0.051425341
5848,2.5,2.2,0.061383046
5849,2.6,2.2,0.093707362
5850,2.7,2.2,0.158970463
5851,2.8,2.2,0.26765722
5852,2.9,2.2,0.418081278
5853,3,2.2,0.585742919
5854,3.1,2.2,0.734596688
5855,3.2,2.2,0.842990096
5856,3.3,2.2,0.911424019
5857,3.4,2.2,0.9510496
5858,3.5,2.2,0.973005898
5859,3.6,2.2,0.984973135
5860,3.7,2.2,0.99149816
5861,3.8,2.2,0.995093456
5862,3.9,2.2,0.997107678
5863,4,2.2,0.998259017
5864,4.1,2.2,0.998931491
5865,4.2,2.2,0.99933282
5866,-2.6,2.25,0.999996449
5867,-2.5,2.25,0.999992312
5868,-2.4,2.25,0.999983358
5869,-2.3,2.25,0.999963976
5870,-2.2,2.25,0.999922023
5871,-2.1,2.25,0.999831225
5872,-2,2.25,0.999634765
5873,-1.9,2.25,0.999209905
5874,-1.8,2.25,0.998292194
5875,-1.7,2.25,0.996314989
5876,-1.6,2.25,0.992079033
5877,-1.5,2.25,0.983115079
5878,-1.4,2.25,0.964645475
5879,-1.3,2.25,0.928671033
5880,-1.2,2.25,0.866002412
5881,-1.1,2.25,0.776476368
5882,-1,2.25,0.681569456
5883,-0.9,2.25,0.612451024
5884,-0.8,2.25,0.581086129
5885,-0.7,2.25,0.578848185
5886,-0.6,2.25,0.593128814
5887,-0.5,2.25,0.615389315
5888,-0.4,2.25,0.641106085
5889,-0.3,2.25,0.66806164
5890,-0.2,2.25,0.695156046
5891,-0.1,2.25,0.721810361
5892,0,2.25,0.747704256
5893,0.1,2.25,0.772669846
5894,0.2,2.25,0.796651935
5895,0.3,2.25,0.819691909
5896,0.4,2.25,0.841910489
5897,0.5,2.25,0.863464592
5898,0.6,2.25,0.884442803
5899,0.7,2.25,0.904655787
5900,0.8,2.25,0.92330708
5901,0.9,2.25,0.938636517
5902,1,2.25,0.947751355
5903,1.1,2.25,0.946764702
5904,1.2,2.25,0.931023297
5905,1.3,2.25,0.895231008
5906,1.4,2.25,0.834021428
5907,1.5,2.25,0.744113145
5908,1.6,2.25,0.628164309
5909,1.7,2.25,0.497505541
5910,1.8,2.25,0.369414589
5911,1.9,2.25,0.259347604
5912,2,2.25,0.174854514
5913,2.1,2.25,0.115665793
5914,2.2,2.25,0.077601938
5915,2.3,2.25,0.056344544
5916,2.4,2.25,0.049718893
5917,2.5,2.25,0.059050129
5918,2.6,2.25,0.090214543
5919,2.7,2.25,0.153680384
5920,2.8,2.25,0.260332391
5921,2.9,2.25,0.409633854
5922,3,2.25,0.578128686
5923,3.1,2.25,0.729323161
5924,3.2,2.25,0.840143539
5925,3.3,2.25,0.910243616
5926,3.4,2.25,0.95075387
5927,3.5,2.25,0.973090725
5928,3.6,2.25,0.985179003
5929,3.7,2.25,0.991711591
5930,3.8,2.25,0.995273995
5931,3.9,2.25,0.997247135
5932,4,2.25,0.998361522
5933,4.1,2.25,0.999004599
5934,4.2,2.25,0.999383959
5935,-2.6,2.3,0.999996612
5936,-2.5,2.3,0.999992666
5937,-2.4,2.3,0.999984123
5938,-2.3,2.3,0.999965632
5939,-2.2,2.3,0.999925608
5940,-2.1,2.3,0.999838983
5941,-2,2.3,0.999651545
5942,-1.9,2.3,0.999246172
5943,-1.8,2.3,0.99837044
5944,-1.7,2.3,0.996483195
5945,-1.6,2.3,0.992437905
5946,-1.5,2.3,0.983868913
5947,-1.4,2.3,0.966180073
5948,-1.3,2.3,0.931613464
5949,-1.2,2.3,0.871097227
5950,-1.1,2.3,0.78416036
5951,-1,2.3,0.691791235
5952,-0.9,2.3,0.625133663
